time,event_type,vehicle_id,node,battery,status,assigned_task,task_load,target_station,total_distance,total_score
25,step,4,9480716597,108.4594,moving_to_task,5,7.88,,11.5406,96.3878
25,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
25,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
25,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
25,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
25,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
26,reach_depot,2,1347774990,95.4243,idle,,0.0,,24.5757,91.0273
26,reach_depot,3,1347774990,95.2164,idle,,0.0,,24.7836,90.9649
26,step,0,2540604004,91.7982,moving_to_task,4,26.11,,28.2018,93.0395
26,step,1,279960963,102.1746,moving_to_task,6,24.5,,17.8254,95.8524
26,step,2,1347774990,95.4243,idle,,0.0,,24.5757,91.0273
26,step,3,1347774990,95.2164,idle,,0.0,,24.7836,90.9649
26,step,4,4084883982,106.9594,moving_to_task,5,7.88,,13.0406,96.3878
26,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
26,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
26,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
26,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
26,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
27,step,0,3109050121,90.2982,moving_to_task,4,26.11,,29.7018,93.0395
27,step,1,9657341789,100.6746,moving_to_task,6,24.5,,19.3254,95.8524
27,step,2,1347774990,95.4243,idle,,0.0,,24.5757,91.0273
27,step,3,1347774990,95.2164,idle,,0.0,,24.7836,90.9649
27,step,4,4084863367,105.4594,moving_to_task,5,7.88,,14.5406,96.3878
27,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
27,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
27,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
27,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
27,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
28,dispatch,2,1347774990,95.4243,moving_to_task,7,7.27,,24.5757,91.0273
28,dispatch,3,1347774990,95.2164,moving_to_task,3,10.41,,24.7836,90.9649
